#OTU_ID,Kingdom,Phyla,Class,Order,Family,Genus,Species,Strain
cb8957b55a34479564839c135619ece9,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,,cb8957b55a34479564839c135619ece9
cd8d18ab56cf6a6b3c4498ff64c6952e,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,,cd8d18ab56cf6a6b3c4498ff64c6952e
d1a6f093078a68ac79a0c8075db7fbd4,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,,d1a6f093078a68ac79a0c8075db7fbd4
deb323c48867553479c419839e8bc4e8,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,,deb323c48867553479c419839e8bc4e8
e826b596453e59ba31609711babfdc43,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,,e826b596453e59ba31609711babfdc43
f228c096bf5c801d2f450d77c5841b37,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,,f228c096bf5c801d2f450d77c5841b37
fe8ecaf6c385a878bee7096c51125295,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,,fe8ecaf6c385a878bee7096c51125295
3205d21f14639c675e52e6b2ab12c581,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurospirillaceae,Sulfurospirillum,,3205d21f14639c675e52e6b2ab12c581
213023ac66eaae011622fd09d09bdd03,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,,213023ac66eaae011622fd09d09bdd03
a3d2e51e91f36fbd580b5cacb629467a,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,,a3d2e51e91f36fbd580b5cacb629467a
f465a124faa1d824629691c35dcf3e72,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,,f465a124faa1d824629691c35dcf3e72
46e290eb18a52e328d5965ed08a7c723,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfuricurvum,,46e290eb18a52e328d5965ed08a7c723
6b295ba25a3c53989f90453256347311,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfuricurvum,,6b295ba25a3c53989f90453256347311
3662102e44ec79ec326c345d9fcce32b,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,,3662102e44ec79ec326c345d9fcce32b
586d4ca75184fc23bd34eafbb582e8bd,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,,586d4ca75184fc23bd34eafbb582e8bd
60bf1228665657af7101ae1fbb0918ed,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,,60bf1228665657af7101ae1fbb0918ed
68393116dca1761d644fe7b0ec1886ed,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,,68393116dca1761d644fe7b0ec1886ed
770a2ff3da5826caa217fbdfb0f2fea3,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,,770a2ff3da5826caa217fbdfb0f2fea3
d4f3214ac41a3bdf6651c73be9cc066f,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,,d4f3214ac41a3bdf6651c73be9cc066f
e15099a110d22cb6d14c482a0e451429,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,,e15099a110d22cb6d14c482a0e451429
ef48f243ebc406bd22bb07bab121e27b,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,,ef48f243ebc406bd22bb07bab121e27b
fa4b939ff16e51f9dc0098812f97c490,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,,fa4b939ff16e51f9dc0098812f97c490
01f02f842cfdae36f793887dd27e9570,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Candidatus Protochlamydia,metagenome,01f02f842cfdae36f793887dd27e9570
bafc74e868bb4ffadaabac3719b708fc,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Candidatus Protochlamydia,,bafc74e868bb4ffadaabac3719b708fc
2718e07fb4079989ed5210808cc519b9,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,,,2718e07fb4079989ed5210808cc519b9
b6ad82f14836cb82f25e04fcb87ecf08,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,,,b6ad82f14836cb82f25e04fcb87ecf08
a80bf93da0c5bf84e680fec97ffa34bb,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,Candidatus Fritschea,Candidatus Neptunochlamydia vexilliferae,a80bf93da0c5bf84e680fec97ffa34bb
9dcdbd180816c2094e19295b3d7f84d6,Bacteria,Bacteroidetes,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,,9dcdbd180816c2094e19295b3d7f84d6
9df621b3cfb63f4fbc11401e30bb84e8,Bacteria,Bacteroidetes,Chlorobia,Chlorobiales,Chlorobiaceae,,,9df621b3cfb63f4fbc11401e30bb84e8
deb60b9c4a7001331591e37f453492af,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured,Ambiguous_taxa,deb60b9c4a7001331591e37f453492af
7de39cf5fe0e5c1af524dfed0b8ed1ac,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured,uncultured Roseiflexus sp.,7de39cf5fe0e5c1af524dfed0b8ed1ac
18aba66a78fa344a832de7c23e071d74,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,,18aba66a78fa344a832de7c23e071d74
47378990c94ce4e0e0c22a3ae5c4f4ba,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,,47378990c94ce4e0e0c22a3ae5c4f4ba
75a6b6a17fc0b58f54241c8cf0e35f9c,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 9,,75a6b6a17fc0b58f54241c8cf0e35f9c
447caf612215290a434b488c26410c5c,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XII,Acidaminobacter,,447caf612215290a434b488c26410c5c
a8687d33bef53b04bc7b9375e2e0a8cd,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XII,Fusibacter,,a8687d33bef53b04bc7b9375e2e0a8cd
50b7b345d6392b634e441c4f9985b7e6,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium 1,,50b7b345d6392b634e441c4f9985b7e6
534b1f4bbdf0cddd1d14e04d65a59663,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,534b1f4bbdf0cddd1d14e04d65a59663
0e99431e06d6359a9bd09e2aa5e71f5c,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Bacteriovorax,Ambiguous_taxa,0e99431e06d6359a9bd09e2aa5e71f5c
2949aacf0f176b1ab49801529fbcd605,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Bacteriovorax,Ambiguous_taxa,2949aacf0f176b1ab49801529fbcd605
65f85fe0d2ed49cde4b7056e905e91be,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Bacteriovorax,Ambiguous_taxa,65f85fe0d2ed49cde4b7056e905e91be
6ad9cc9dd893510dcfc87b478ac4ae37,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Bacteriovorax,uncultured bacterium,6ad9cc9dd893510dcfc87b478ac4ae37
364ac2765b5e14d32418afcb5786d7e7,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Bacteriovorax,,364ac2765b5e14d32418afcb5786d7e7
9c4092a920beead6d27cb62a5eaec895,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Halobacteriovorax,,9c4092a920beead6d27cb62a5eaec895
25f3a7674313a2f6880c888524da5f6d,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Bdellovibrionales bacterium RIFCSPHIGHO2_01_FULL_40_29,25f3a7674313a2f6880c888524da5f6d
71502ea5c978dd5634947ba900beff9c,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Bdellovibrionales bacterium RIFCSPHIGHO2_01_FULL_40_29,71502ea5c978dd5634947ba900beff9c
2e0c6a074df3f87edc1774b7f270d220,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,metagenome,2e0c6a074df3f87edc1774b7f270d220
5577622c374fc76ff6888ce8b315ef92,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,metagenome,5577622c374fc76ff6888ce8b315ef92
4c809581a972271374ca0cc4acd44fb3,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium,4c809581a972271374ca0cc4acd44fb3
2d2bbee7a10e94be0403debf968a4639,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,,2d2bbee7a10e94be0403debf968a4639
710155ace3d20f516bb1c7e8882f1e33,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,,710155ace3d20f516bb1c7e8882f1e33
9cc663df5a1fae6e58392da00b7da17e,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,,9cc663df5a1fae6e58392da00b7da17e
bbcf31c7c85f10522e87d9164a76b14d,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,,bbcf31c7c85f10522e87d9164a76b14d
cbcf6520c8af632905ad7e38ae73715c,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,,cbcf6520c8af632905ad7e38ae73715c
d5da6f1570d5f63d64969cfc631798c4,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,,d5da6f1570d5f63d64969cfc631798c4
07a40c2f1d15f3942eeaf65d359bf702,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,uncultured bacterium,07a40c2f1d15f3942eeaf65d359bf702
111c222d8d67f43bc930e3e409d635c2,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,uncultured bacterium,111c222d8d67f43bc930e3e409d635c2
d365c80cbb0b03a75bfb83488c684ee5,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,uncultured bacterium,d365c80cbb0b03a75bfb83488c684ee5
df34e13c7d72caac192f76b8ad271483,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,uncultured bacterium,df34e13c7d72caac192f76b8ad271483
222d57460cd15ba8d8644f09352fb0e0,Bacteria,Proteobacteria,Deltaproteobacteria,Bradymonadales,,,,222d57460cd15ba8d8644f09352fb0e0
762b7dcb7450741e146d49371854723a,Bacteria,Proteobacteria,Deltaproteobacteria,Bradymonadales,,,,762b7dcb7450741e146d49371854723a
a4d716edd9429d6df3cdacdc6b584a57,Bacteria,Proteobacteria,Deltaproteobacteria,Bradymonadales,,,,a4d716edd9429d6df3cdacdc6b584a57
b0a54cd121fcc1215702b408e574a766,Bacteria,Proteobacteria,Deltaproteobacteria,Bradymonadales,,,,b0a54cd121fcc1215702b408e574a766
def9bb572caabbae713f149472293bf1,Bacteria,Proteobacteria,Deltaproteobacteria,Bradymonadales,,,,def9bb572caabbae713f149472293bf1
fe9ac8622446f2fe0e7072301a8815f5,Bacteria,Proteobacteria,Deltaproteobacteria,Bradymonadales,,,,fe9ac8622446f2fe0e7072301a8815f5
96d4869784bf71a16bcbab045094c95d,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Desulfatiglans,,96d4869784bf71a16bcbab045094c95d
616c0c268218d1ce365f98c980e45e32,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfatirhabdium,,616c0c268218d1ce365f98c980e45e32
7d1c7ed482cb6c557602d5c95f0ce246,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Sva0081 sediment group,,7d1c7ed482cb6c557602d5c95f0ce246
7748ff57ccda5f0a39cf64dae52d162c,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfopila,,7748ff57ccda5f0a39cf64dae52d162c
1141561d9e3de55a1d0293710b4397d8,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,,1141561d9e3de55a1d0293710b4397d8
7084ab95a17862870837ffeb7878047e,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,,7084ab95a17862870837ffeb7878047e
2f1537848a851b18f94a552043c626a7,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,mle1-27,metagenome,metagenome,2f1537848a851b18f94a552043c626a7
7f5cb3a42eab738192e2beb12c77ff47,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,mle1-27,,,7f5cb3a42eab738192e2beb12c77ff47
f7ce40699e0bca7fff54e3ed7a880b68,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,uncultured Kofleriaceae bacterium,f7ce40699e0bca7fff54e3ed7a880b68
fa09dfb738545395e6b806c86d62312a,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,,fa09dfb738545395e6b806c86d62312a
23493d6eaaab6f6f7da30dd1560be917,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Phaselicystidaceae,Phaselicystis,metagenome,23493d6eaaab6f6f7da30dd1560be917
886644aa5b22d7449df9bb029a52b721,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Phaselicystidaceae,Phaselicystis,uncultured delta proteobacterium,886644aa5b22d7449df9bb029a52b721
95ebbcedcd089016f1b7d7dcea6eca2b,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Phaselicystidaceae,Phaselicystis,uncultured delta proteobacterium,95ebbcedcd089016f1b7d7dcea6eca2b
f7691d3760d2dc9eff7c81b09ecb345c,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Aetherobacter,,f7691d3760d2dc9eff7c81b09ecb345c
b36daa5c42f3c049ae375c611947e175,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Pajaroellobacter,Ambiguous_taxa,b36daa5c42f3c049ae375c611947e175
2064ba0861774846ae93c5451745de76,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Pajaroellobacter,,2064ba0861774846ae93c5451745de76
672e45b6cfb8d8220b7b04c6729f682c,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Pajaroellobacter,,672e45b6cfb8d8220b7b04c6729f682c
6e54e1ff77e50276b67d7f732ea8b45c,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Pajaroellobacter,,6e54e1ff77e50276b67d7f732ea8b45c
79c53c0ddd358cef1bbf0b636016321a,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,uncultured,,79c53c0ddd358cef1bbf0b636016321a
dd066c7789126ce9c3a4dfdb65c9d9ea,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,uncultured,,dd066c7789126ce9c3a4dfdb65c9d9ea
7bd40e6df4f3f5e9a168e0efe47ef868,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,,7bd40e6df4f3f5e9a168e0efe47ef868
7a6739c9a11d770a7104ecb9852b7943,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,uncultured proteobacterium,uncultured proteobacterium,7a6739c9a11d770a7104ecb9852b7943
d0fc87eda83bec2f3e9e8860dfbfa982,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,,,d0fc87eda83bec2f3e9e8860dfbfa982
607607f8f1d6d1f8660176e6159f6ec7,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured,,607607f8f1d6d1f8660176e6159f6ec7
7bf2f7400aa85f11bcb43a7d3b6e3a43,Bacteria,Proteobacteria,Deltaproteobacteria,PB19,,,,7bf2f7400aa85f11bcb43a7d3b6e3a43
fcdbef691eb3d1866f38fb5666df5c02,Bacteria,Proteobacteria,Deltaproteobacteria,PB19,,,,fcdbef691eb3d1866f38fb5666df5c02
66dfce378e1add4298eafdaf2842fae2,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),uncultured bacterium,uncultured bacterium,uncultured bacterium,66dfce378e1add4298eafdaf2842fae2
49c905b3099ef3b77f5dfcc09e8471b4,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,,49c905b3099ef3b77f5dfcc09e8471b4
5486df6d7cd66a661a10b240cf937b26,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,,5486df6d7cd66a661a10b240cf937b26
703661997354e4e5f005ff430e090a01,Bacteria,Elusimicrobia,Elusimicrobia,Lineage IV,,,,703661997354e4e5f005ff430e090a01
eb0396697ba929dd6dd0fc5ad901b40b,Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,uncultured,metagenome,eb0396697ba929dd6dd0fc5ad901b40b
eb82bdc9b65ded1a43a88c7bca5a2c35,Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,uncultured,metagenome,eb82bdc9b65ded1a43a88c7bca5a2c35
be569403590dbb773fdd77e895f5b0e1,Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,uncultured,uncultured Fibrobacteres bacterium,be569403590dbb773fdd77e895f5b0e1
b1997bc627cb5c6363f68b801555bcf9,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,uncultured bacterium,uncultured bacterium,b1997bc627cb5c6363f68b801555bcf9
59537dbb89ce93de25b9d9217d73a36d,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Hypnocyclicus,,59537dbb89ce93de25b9d9217d73a36d
649e3b262f4c9d63c4a1894992bb2eb9,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,uncultured,uncultured bacterium,649e3b262f4c9d63c4a1894992bb2eb9
c8db116c5be4340b3579fee008d6e1d7,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,uncultured,uncultured bacterium,c8db116c5be4340b3579fee008d6e1d7
afae4717f900f03ff11210743992dce7,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,uncultured,uncultured microorganism,afae4717f900f03ff11210743992dce7
0d3c8ff4e116a99402b17dabbfc578bd,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Pseudaeromonas pectinilytica,0d3c8ff4e116a99402b17dabbfc578bd
3fd6c347c11a5b617aa14d287da36e43,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Pseudaeromonas pectinilytica,3fd6c347c11a5b617aa14d287da36e43
68ce4e0082fad189b9ec74f6b503ab2e,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Pseudaeromonas pectinilytica,68ce4e0082fad189b9ec74f6b503ab2e
3f848791988d08f31d1c26dce434cb65,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,,3f848791988d08f31d1c26dce434cb65
134eaff50e1d64f4c0b5802569ef9396,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Tolumonas,,134eaff50e1d64f4c0b5802569ef9396
89a8121d63292890b9e4c9d32aefd475,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Tolumonas,,89a8121d63292890b9e4c9d32aefd475
5a5fb8c5930a63c6e532b7fc8083afaa,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,JI49D030,uncultured Aeromonas sp.,uncultured Aeromonas sp.,5a5fb8c5930a63c6e532b7fc8083afaa
fedd46315de5ef372494ad4bd7701bde,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Glaciecola,Ambiguous_taxa,fedd46315de5ef372494ad4bd7701bde
6e28e08a2ef037afac153d0cdfb9fe6c,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Paraglaciecola,Alteromonadaceae bacterium LD86,6e28e08a2ef037afac153d0cdfb9fe6c
415a76504fe74afbf2865e5432054897,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Paraglaciecola,Antarctic bacterium R-11381,415a76504fe74afbf2865e5432054897
437709e39ccd3dd57a593f0c0338b0df,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Rheinheimera,,437709e39ccd3dd57a593f0c0338b0df
72566b1f0176e81e86065cae3be52e7d,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Rheinheimera,,72566b1f0176e81e86065cae3be52e7d
762070ea145f07b9eff00c6b9c48ff0c,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Rheinheimera,,762070ea145f07b9eff00c6b9c48ff0c
3ca90cdbce16c8e7d63ee3d35d8c0b28,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,,,3ca90cdbce16c8e7d63ee3d35d8c0b28
9cd16da31d4f85b8eb82f901aeb53c8e,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,,,9cd16da31d4f85b8eb82f901aeb53c8e
41616929d6b0aa92d5d384193ef1dc6e,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,uncultured,uncultured bacterium,41616929d6b0aa92d5d384193ef1dc6e
13801273fb0f9892f8e6c1ea41afc408,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,,13801273fb0f9892f8e6c1ea41afc408
eb92dfa09039e9ef27c3b1867bda5775,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,,eb92dfa09039e9ef27c3b1867bda5775
5072132b1192847cbbe7fc83fd11ca94,Bacteria,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Beggiatoa,metagenome,5072132b1192847cbbe7fc83fd11ca94
3c5195db35b5a01e6a36d3348cb5da4d,Bacteria,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,uncultured,Ambiguous_taxa,3c5195db35b5a01e6a36d3348cb5da4d
d3738185279f763c2dd2e2745fb91008,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Aquaspirillaceae,Aquaspirillum,Aquaspirillum putridiconchylium,d3738185279f763c2dd2e2745fb91008
747483bc0900af513239697adcac0fa9,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Acidovorax,uncultured marine bacterium,747483bc0900af513239697adcac0fa9
8a6166b696725cab4b206973404bf397,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Acidovorax,uncultured marine bacterium,8a6166b696725cab4b206973404bf397
efbb5b4c9c726ad874d92a15b0901fb7,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Acidovorax,,efbb5b4c9c726ad874d92a15b0901fb7
139ed11e862f00549af964d29e4adf97,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Aquabacterium,,139ed11e862f00549af964d29e4adf97
c2cc9fe57cd0f0a9cac5595c0fd20e5f,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Aquabacterium,,c2cc9fe57cd0f0a9cac5595c0fd20e5f
c515a932e656b3dce21dba2f86360437,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Aquabacterium,,c515a932e656b3dce21dba2f86360437
e1bd8d7514dc5cfb3e93bad4bf28ee18,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Aquabacterium,,e1bd8d7514dc5cfb3e93bad4bf28ee18
3ab078bd573ace736846ae6d0b658496,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,,3ab078bd573ace736846ae6d0b658496
7e46092da302bc9e272c51d1b431b503,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,,7e46092da302bc9e272c51d1b431b503
d7e07744dedba8f2c4d3ed08f4f9267d,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,,d7e07744dedba8f2c4d3ed08f4f9267d
b78b5a564130e4965a48c2c0fb01d58b,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Duganella,,b78b5a564130e4965a48c2c0fb01d58b
9828eaa6d6f7e41932e2c2f7081fd013,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,GKS98 freshwater group,,9828eaa6d6f7e41932e2c2f7081fd013
1d195b97e6b0009359dd1d4d9e3ac37f,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Hydrogenophaga,,1d195b97e6b0009359dd1d4d9e3ac37f
3fa296774c638b2656fa23a8646504d7,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Hydrogenophaga,,3fa296774c638b2656fa23a8646504d7
56db7ab839a2c91193246dad3653d1d0,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Hydrogenophaga,,56db7ab839a2c91193246dad3653d1d0
6f94b05c8ba821b221ff3e57f3637312,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Hydrogenophaga,,6f94b05c8ba821b221ff3e57f3637312
a632bec009944baae891511d3f16aefc,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Hydrogenophaga,,a632bec009944baae891511d3f16aefc
